index,S:all,A:all,I:all,betaA:all,betaI:all,kA:all,kI:all,sto:all,rep:all,phi:all,log_like
202,0.713718,1.04453e-05,8.78001e-06,1.70889,0.0125467,5.03433,81.0773,0.1,1,0.1,-15446.054659
203,0.713718,1.04453e-05,8.78001e-06,1.70889,0.0125467,5.03433,81.0773,0.1,1,0.1,-15446.054659
204,0.713718,1.04453e-05,8.78001e-06,1.70889,0.0125467,5.03433,81.0773,0.1,1,0.1,-15446.054659
205,0.711889,1.03413e-05,8.75346e-06,1.74496,0.0121443,5.03903,80.972,0.1,1,0.1,-15350.508661
206,0.711889,1.03413e-05,8.75346e-06,1.74496,0.0121443,5.03903,80.972,0.1,1,0.1,-15350.508661
207,0.71435,1.02875e-05,8.53317e-06,1.78243,0.0122847,5.0582,81.2699,0.1,1,0.1,-15293.026464
208,0.712394,1.02145e-05,8.29206e-06,1.80154,0.0122257,5.06409,81.1137,0.1,1,0.1,-15254.667450
209,0.72154,1.04124e-05,8.34296e-06,1.81372,0.012456,5.07474,81.2647,0.1,1,0.1,-15199.526639
210,0.71991,1.00895e-05,8.32032e-06,1.87805,0.0124077,5.0625,81.2576,0.1,1,0.1,-15090.144475
211,0.724953,1.02543e-05,8.17568e-06,1.90895,0.0129214,5.0628,81.1478,0.1,1,0.1,-15068.239998
212,0.724953,1.02543e-05,8.17568e-06,1.90895,0.0129214,5.0628,81.1478,0.1,1,0.1,-15068.239998
213,0.716733,1.02629e-05,8.37543e-06,1.96394,0.0130884,5.0597,80.9799,0.1,1,0.1,-15050.582245
214,0.72089,1.05585e-05,8.25612e-06,1.9717,0.0121992,5.05075,80.7007,0.1,1,0.1,-14871.981717
215,0.72089,1.05585e-05,8.25612e-06,1.9717,0.0121992,5.05075,80.7007,0.1,1,0.1,-14871.981717
216,0.72089,1.05585e-05,8.25612e-06,1.9717,0.0121992,5.05075,80.7007,0.1,1,0.1,-14871.981717
217,0.718014,1.04803e-05,8.49995e-06,2.00115,0.0114766,5.05683,80.373,0.1,1,0.1,-14736.830035
218,0.718014,1.04803e-05,8.49995e-06,2.00115,0.0114766,5.05683,80.373,0.1,1,0.1,-14736.830035
219,0.718014,1.04803e-05,8.49995e-06,2.00115,0.0114766,5.05683,80.373,0.1,1,0.1,-14736.830035
220,0.718014,1.04803e-05,8.49995e-06,2.00115,0.0114766,5.05683,80.373,0.1,1,0.1,-14736.830035
221,0.722016,1.03608e-05,8.56048e-06,2.03062,0.0113682,5.05044,80.2828,0.1,1,0.1,-14648.586152
222,0.721134,1.03027e-05,8.35114e-06,2.03788,0.0108112,5.06155,79.9366,0.1,1,0.1,-14566.801164
223,0.722736,1.03769e-05,8.32609e-06,2.0564,0.0105017,5.05558,79.7846,0.1,1,0.1,-14494.486204
224,0.722736,1.03769e-05,8.32609e-06,2.0564,0.0105017,5.05558,79.7846,0.1,1,0.1,-14494.486204
225,0.726763,1.0254e-05,8.50614e-06,2.06262,0.010139,5.0584,79.8738,0.1,1,0.1,-14439.078106
226,0.726763,1.0254e-05,8.50614e-06,2.06262,0.010139,5.0584,79.8738,0.1,1,0.1,-14439.078106
227,0.726763,1.0254e-05,8.50614e-06,2.06262,0.010139,5.0584,79.8738,0.1,1,0.1,-14439.078106
228,0.731971,1.02059e-05,8.71709e-06,2.04662,0.0101775,5.03243,79.9047,0.1,1,0.1,-14437.577603
229,0.731971,1.02059e-05,8.71709e-06,2.04662,0.0101775,5.03243,79.9047,0.1,1,0.1,-14437.577603
230,0.731357,1.01432e-05,9.12469e-06,2.05056,0.00981958,5.05167,80.0318,0.1,1,0.1,-14424.163248
231,0.731357,1.01432e-05,9.12469e-06,2.05056,0.00981958,5.05167,80.0318,0.1,1,0.1,-14424.163248
232,0.73809,1.02597e-05,9.23466e-06,2.08935,0.00994214,5.03883,79.974,0.1,1,0.1,-14299.562014
233,0.73809,1.02597e-05,9.23466e-06,2.08935,0.00994214,5.03883,79.974,0.1,1,0.1,-14299.562014
234,0.741982,1.02854e-05,9.25564e-06,2.07249,0.00971032,5.03712,79.9785,0.1,1,0.1,-14292.928815
235,0.748165,1.03341e-05,9.14131e-06,2.1095,0.00979523,5.04057,79.7556,0.1,1,0.1,-14178.223863
236,0.754489,1.02959e-05,9.24133e-06,2.13829,0.00921732,5.05293,80.241,0.1,1,0.1,-14066.990288
237,0.754489,1.02959e-05,9.24133e-06,2.13829,0.00921732,5.05293,80.241,0.1,1,0.1,-14066.990288
238,0.752258,1.05602e-05,9.23498e-06,2.15222,0.00903,5.06733,80.204,0.1,1,0.1,-14042.662260
239,0.752258,1.05602e-05,9.23498e-06,2.15222,0.00903,5.06733,80.204,0.1,1,0.1,-14042.662260
240,0.752258,1.05602e-05,9.23498e-06,2.15222,0.00903,5.06733,80.204,0.1,1,0.1,-14042.662260
241,0.755216,1.05862e-05,9.03828e-06,2.18319,0.00864617,5.04941,80.2055,0.1,1,0.1,-13955.239713
242,0.754285,1.0833e-05,9.10587e-06,2.20521,0.00908725,5.08848,80.0376,0.1,1,0.1,-13930.407398
243,0.754207,1.08564e-05,9.15401e-06,2.21087,0.00856425,5.08822,80.1681,0.1,1,0.1,-13898.904776
244,0.762002,1.03427e-05,8.87526e-06,2.22794,0.00832112,5.10961,80.171,0.1,1,0.1,-13802.277051
245,0.76733,1.02024e-05,8.94735e-06,2.23396,0.00850836,5.09404,80.1895,0.1,1,0.1,-13763.963467
246,0.76733,1.02024e-05,8.94735e-06,2.23396,0.00850836,5.09404,80.1895,0.1,1,0.1,-13763.963467
247,0.76384,1.01599e-05,8.97353e-06,2.26939,0.00873001,5.09548,80.2783,0.1,1,0.1,-13739.574854
248,0.76384,1.01599e-05,8.97353e-06,2.26939,0.00873001,5.09548,80.2783,0.1,1,0.1,-13739.574854
249,0.76384,1.01599e-05,8.97353e-06,2.26939,0.00873001,5.09548,80.2783,0.1,1,0.1,-13739.574854
250,0.764468,1.00415e-05,9.08806e-06,2.26397,0.00858776,5.09909,79.9659,0.1,1,0.1,-13721.188288
251,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
252,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
253,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
254,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
255,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
256,0.765673,1.00221e-05,9.10254e-06,2.28597,0.00866677,5.12542,79.9641,0.1,1,0.1,-13677.786540
257,0.768664,9.78452e-06,8.86211e-06,2.30658,0.00901233,5.10721,80.1514,0.1,1,0.1,-13677.922658
258,0.768845,9.78118e-06,8.82072e-06,2.29312,0.00863633,5.11697,80.3157,0.1,1,0.1,-13659.953231
259,0.768845,9.78118e-06,8.82072e-06,2.29312,0.00863633,5.11697,80.3157,0.1,1,0.1,-13659.953231
260,0.768845,9.78118e-06,8.82072e-06,2.29312,0.00863633,5.11697,80.3157,0.1,1,0.1,-13659.953231
261,0.766686,9.53914e-06,8.71758e-06,2.35035,0.00825653,5.1042,80.2374,0.1,1,0.1,-13553.796329
262,0.766686,9.53914e-06,8.71758e-06,2.35035,0.00825653,5.1042,80.2374,0.1,1,0.1,-13553.796329
263,0.766686,9.53914e-06,8.71758e-06,2.35035,0.00825653,5.1042,80.2374,0.1,1,0.1,-13553.796329
264,0.766686,9.53914e-06,8.71758e-06,2.35035,0.00825653,5.1042,80.2374,0.1,1,0.1,-13553.796329
265,0.773523,9.58316e-06,8.48041e-06,2.33731,0.00815046,5.10472,80.1938,0.1,1,0.1,-13523.441300
266,0.773523,9.58316e-06,8.48041e-06,2.33731,0.00815046,5.10472,80.1938,0.1,1,0.1,-13523.441300
267,0.773523,9.58316e-06,8.48041e-06,2.33731,0.00815046,5.10472,80.1938,0.1,1,0.1,-13523.441300
268,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
269,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
270,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
271,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
272,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
273,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
274,0.771448,9.61742e-06,8.38793e-06,2.33991,0.00779291,5.09297,80.2693,0.1,1,0.1,-13520.170824
275,0.779101,9.63888e-06,8.56557e-06,2.33626,0.00754827,5.08979,80.0507,0.1,1,0.1,-13461.325818
276,0.779101,9.63888e-06,8.56557e-06,2.33626,0.00754827,5.08979,80.0507,0.1,1,0.1,-13461.325818
277,0.779101,9.63888e-06,8.56557e-06,2.33626,0.00754827,5.08979,80.0507,0.1,1,0.1,-13461.325818
278,0.779101,9.63888e-06,8.56557e-06,2.33626,0.00754827,5.08979,80.0507,0.1,1,0.1,-13461.325818
279,0.779101,9.63888e-06,8.56557e-06,2.33626,0.00754827,5.08979,80.0507,0.1,1,0.1,-13461.325818
280,0.781079,9.5143e-06,8.69128e-06,2.34091,0.00752762,5.11878,80.1727,0.1,1,0.1,-13434.659639
281,0.778356,9.39812e-06,8.54153e-06,2.35874,0.00738474,5.11766,80.4633,0.1,1,0.1,-13429.674934
282,0.778356,9.39812e-06,8.54153e-06,2.35874,0.00738474,5.11766,80.4633,0.1,1,0.1,-13429.674934
283,0.775009,9.47281e-06,8.57335e-06,2.37548,0.00752464,5.11313,80.3441,0.1,1,0.1,-13422.878333
284,0.775009,9.47281e-06,8.57335e-06,2.37548,0.00752464,5.11313,80.3441,0.1,1,0.1,-13422.878333
285,0.775009,9.47281e-06,8.57335e-06,2.37548,0.00752464,5.11313,80.3441,0.1,1,0.1,-13422.878333
286,0.784214,9.47402e-06,8.69129e-06,2.36589,0.00728281,5.11565,80.3329,0.1,1,0.1,-13370.312319
287,0.785603,9.28235e-06,8.46584e-06,2.37048,0.00732257,5.11323,80.1502,0.1,1,0.1,-13346.730251
288,0.785053,9.42268e-06,8.2732e-06,2.38672,0.00730466,5.11833,79.9604,0.1,1,0.1,-13316.531245
289,0.785053,9.42268e-06,8.2732e-06,2.38672,0.00730466,5.11833,79.9604,0.1,1,0.1,-13316.531245
290,0.785053,9.42268e-06,8.2732e-06,2.38672,0.00730466,5.11833,79.9604,0.1,1,0.1,-13316.531245
291,0.788574,9.1577e-06,8.50359e-06,2.38803,0.00734012,5.13513,79.8192,0.1,1,0.1,-13284.220267
292,0.788574,9.1577e-06,8.50359e-06,2.38803,0.00734012,5.13513,79.8192,0.1,1,0.1,-13284.220267
293,0.793773,8.89687e-06,8.2307e-06,2.41316,0.00732242,5.14852,79.8939,0.1,1,0.1,-13219.085958
294,0.798559,8.85062e-06,8.36264e-06,2.41873,0.00758197,5.13048,79.784,0.1,1,0.1,-13215.434790
295,0.798559,8.85062e-06,8.36264e-06,2.41873,0.00758197,5.13048,79.784,0.1,1,0.1,-13215.434790
296,0.798559,8.85062e-06,8.36264e-06,2.41873,0.00758197,5.13048,79.784,0.1,1,0.1,-13215.434790
297,0.797397,8.88904e-06,8.32798e-06,2.42436,0.00736737,5.13453,79.5682,0.1,1,0.1,-13184.623282
298,0.797397,8.88904e-06,8.32798e-06,2.42436,0.00736737,5.13453,79.5682,0.1,1,0.1,-13184.623282
299,0.800026,8.89043e-06,8.10958e-06,2.41834,0.00707263,5.14474,79.5006,0.1,1,0.1,-13149.022185
300,0.800026,8.89043e-06,8.10958e-06,2.41834,0.00707263,5.14474,79.5006,0.1,1,0.1,-13149.022185
301,0.800026,8.89043e-06,8.10958e-06,2.41834,0.00707263,5.14474,79.5006,0.1,1,0.1,-13149.022185
302,0.805527,9.0539e-06,8.02577e-06,2.4342,0.00690604,5.1734,79.3454,0.1,1,0.1,-13081.660708
303,0.80931,9.0111e-06,8.07789e-06,2.4141,0.00658008,5.16946,79.3214,0.1,1,0.1,-13068.675819
304,0.810521,8.99464e-06,7.91722e-06,2.42417,0.00662059,5.19557,79.3228,0.1,1,0.1,-13044.636137
305,0.809308,9.27874e-06,7.65857e-06,2.4428,0.00655291,5.23116,79.3878,0.1,1,0.1,-13020.688190
306,0.806766,9.46712e-06,7.86003e-06,2.45364,0.00631434,5.24038,79.0264,0.1,1,0.1,-13002.969896
307,0.806766,9.46712e-06,7.86003e-06,2.45364,0.00631434,5.24038,79.0264,0.1,1,0.1,-13002.969896
308,0.806766,9.46712e-06,7.86003e-06,2.45364,0.00631434,5.24038,79.0264,0.1,1,0.1,-13002.969896
309,0.812108,9.30125e-06,7.88925e-06,2.44879,0.00666612,5.22919,78.4156,0.1,1,0.1,-12982.720919
310,0.813471,9.20231e-06,8.03262e-06,2.44861,0.00645072,5.21205,78.8112,0.1,1,0.1,-12973.498069
311,0.814606,9.21893e-06,8.11293e-06,2.47577,0.00651697,5.23322,78.9128,0.1,1,0.1,-12940.416245
312,0.816342,9.01672e-06,8.05035e-06,2.46779,0.00642959,5.27042,79.1952,0.1,1,0.1,-12936.454949
313,0.821317,9.10391e-06,8.03119e-06,2.4815,0.00655224,5.28869,79.1945,0.1,1,0.1,-12908.506418
314,0.823166,9.19604e-06,8.03658e-06,2.46224,0.006384,5.29082,79.1478,0.1,1,0.1,-12907.549974
315,0.83196,9.15967e-06,7.92173e-06,2.44782,0.00659537,5.29183,78.9223,0.1,1,0.1,-12903.829183
316,0.826157,8.91291e-06,7.93631e-06,2.46273,0.00620459,5.30397,79.0344,0.1,1,0.1,-12872.928655
317,0.826157,8.91291e-06,7.93631e-06,2.46273,0.00620459,5.30397,79.0344,0.1,1,0.1,-12872.928655
318,0.826351,9.27179e-06,8.09381e-06,2.46809,0.00605568,5.3045,79.2411,0.1,1,0.1,-12865.262223
319,0.826351,9.27179e-06,8.09381e-06,2.46809,0.00605568,5.3045,79.2411,0.1,1,0.1,-12865.262223
320,0.826351,9.27179e-06,8.09381e-06,2.46809,0.00605568,5.3045,79.2411,0.1,1,0.1,-12865.262223
321,0.821782,9.35158e-06,8.07992e-06,2.49273,0.00628853,5.30891,79.0382,0.1,1,0.1,-12866.556189
322,0.825739,9.05157e-06,7.91605e-06,2.50781,0.00628528,5.31322,79.0191,0.1,1,0.1,-12829.678411
323,0.825739,9.05157e-06,7.91605e-06,2.50781,0.00628528,5.31322,79.0191,0.1,1,0.1,-12829.678411
324,0.825739,9.05157e-06,7.91605e-06,2.50781,0.00628528,5.31322,79.0191,0.1,1,0.1,-12829.678411
325,0.825739,9.05157e-06,7.91605e-06,2.50781,0.00628528,5.31322,79.0191,0.1,1,0.1,-12829.678411
326,0.827216,8.99443e-06,7.65655e-06,2.51738,0.00629737,5.2901,79.2077,0.1,1,0.1,-12822.564613
327,0.827216,8.99443e-06,7.65655e-06,2.51738,0.00629737,5.2901,79.2077,0.1,1,0.1,-12822.564613
328,0.827731,9.02104e-06,7.56846e-06,2.55322,0.00643856,5.28013,79.1144,0.1,1,0.1,-12804.927493
329,0.823924,8.8848e-06,7.77826e-06,2.5592,0.00626589,5.29323,78.9056,0.1,1,0.1,-12781.495107
330,0.823924,8.8848e-06,7.77826e-06,2.5592,0.00626589,5.29323,78.9056,0.1,1,0.1,-12781.495107
331,0.820997,8.89941e-06,7.70092e-06,2.56615,0.00605973,5.28613,78.798,0.1,1,0.1,-12760.447516
332,0.831388,8.79993e-06,7.73303e-06,2.57967,0.00591297,5.2777,78.6293,0.1,1,0.1,-12692.081010
333,0.831388,8.79993e-06,7.73303e-06,2.57967,0.00591297,5.2777,78.6293,0.1,1,0.1,-12692.081010
334,0.831388,8.79993e-06,7.73303e-06,2.57967,0.00591297,5.2777,78.6293,0.1,1,0.1,-12692.081010
335,0.831388,8.79993e-06,7.73303e-06,2.57967,0.00591297,5.2777,78.6293,0.1,1,0.1,-12692.081010
336,0.831388,8.79993e-06,7.73303e-06,2.57967,0.00591297,5.2777,78.6293,0.1,1,0.1,-12692.081010
337,0.833036,8.68328e-06,7.83914e-06,2.58758,0.00600282,5.28922,78.5948,0.1,1,0.1,-12687.826385
338,0.833036,8.68328e-06,7.83914e-06,2.58758,0.00600282,5.28922,78.5948,0.1,1,0.1,-12687.826385
339,0.833054,8.77843e-06,8.06616e-06,2.61702,0.00578442,5.32161,78.6815,0.1,1,0.1,-12636.658261
340,0.833054,8.77843e-06,8.06616e-06,2.61702,0.00578442,5.32161,78.6815,0.1,1,0.1,-12636.658261
341,0.833054,8.77843e-06,8.06616e-06,2.61702,0.00578442,5.32161,78.6815,0.1,1,0.1,-12636.658261
342,0.833054,8.77843e-06,8.06616e-06,2.61702,0.00578442,5.32161,78.6815,0.1,1,0.1,-12636.658261
343,0.837356,8.64758e-06,8.02614e-06,2.62005,0.0053993,5.32074,78.737,0.1,1,0.1,-12583.917103
344,0.837356,8.64758e-06,8.02614e-06,2.62005,0.0053993,5.32074,78.737,0.1,1,0.1,-12583.917103
345,0.837356,8.64758e-06,8.02614e-06,2.62005,0.0053993,5.32074,78.737,0.1,1,0.1,-12583.917103
346,0.837356,8.64758e-06,8.02614e-06,2.62005,0.0053993,5.32074,78.737,0.1,1,0.1,-12583.917103
347,0.837356,8.64758e-06,8.02614e-06,2.62005,0.0053993,5.32074,78.737,0.1,1,0.1,-12583.917103
348,0.841448,8.6184e-06,7.92669e-06,2.6137,0.00528523,5.33651,78.8396,0.1,1,0.1,-12567.851100
349,0.837317,8.70124e-06,7.98257e-06,2.6284,0.00500959,5.33109,78.8949,0.1,1,0.1,-12561.755690
350,0.837317,8.70124e-06,7.98257e-06,2.6284,0.00500959,5.33109,78.8949,0.1,1,0.1,-12561.755690
351,0.841937,8.69707e-06,8.0224e-06,2.63907,0.00520514,5.33836,78.9884,0.1,1,0.1,-12539.655248
352,0.841937,8.69707e-06,8.0224e-06,2.63907,0.00520514,5.33836,78.9884,0.1,1,0.1,-12539.655248
353,0.841937,8.69707e-06,8.0224e-06,2.63907,0.00520514,5.33836,78.9884,0.1,1,0.1,-12539.655248
354,0.842999,8.79692e-06,8.09465e-06,2.66907,0.00496273,5.33069,78.8195,0.1,1,0.1,-12492.164916
355,0.842999,8.79692e-06,8.09465e-06,2.66907,0.00496273,5.33069,78.8195,0.1,1,0.1,-12492.164916
356,0.842999,8.79692e-06,8.09465e-06,2.66907,0.00496273,5.33069,78.8195,0.1,1,0.1,-12492.164916
357,0.842999,8.79692e-06,8.09465e-06,2.66907,0.00496273,5.33069,78.8195,0.1,1,0.1,-12492.164916
358,0.842999,8.79692e-06,8.09465e-06,2.66907,0.00496273,5.33069,78.8195,0.1,1,0.1,-12492.164916
359,0.843754,8.92777e-06,8.12759e-06,2.67611,0.0049871,5.33378,78.9124,0.1,1,0.1,-12486.466114
360,0.846008,8.88643e-06,7.97633e-06,2.66452,0.00495616,5.33786,78.7977,0.1,1,0.1,-12485.612651
361,0.84302,8.61166e-06,7.9829e-06,2.67802,0.00487422,5.33568,78.7576,0.1,1,0.1,-12474.687828
362,0.847773,8.37684e-06,7.88999e-06,2.66571,0.00480838,5.35793,78.8882,0.1,1,0.1,-12462.717744
363,0.858262,8.25881e-06,7.73109e-06,2.6781,0.00492222,5.35529,78.9563,0.1,1,0.1,-12419.065948
364,0.862263,8.39993e-06,7.65076e-06,2.67086,0.00495296,5.36287,78.9798,0.1,1,0.1,-12417.414186
365,0.862263,8.39993e-06,7.65076e-06,2.67086,0.00495296,5.36287,78.9798,0.1,1,0.1,-12417.414186
366,0.865566,8.11697e-06,7.47038e-06,2.68498,0.00499184,5.3755,79.0526,0.1,1,0.1,-12403.183341
367,0.859556,8.00323e-06,7.48209e-06,2.69882,0.00496715,5.39063,78.8756,0.1,1,0.1,-12398.813989
368,0.861951,7.95706e-06,7.54873e-06,2.70047,0.0047795,5.39883,79.1,0.1,1,0.1,-12372.460642
369,0.861951,7.95706e-06,7.54873e-06,2.70047,0.0047795,5.39883,79.1,0.1,1,0.1,-12372.460642
370,0.861951,7.95706e-06,7.54873e-06,2.70047,0.0047795,5.39883,79.1,0.1,1,0.1,-12372.460642
371,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
372,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
373,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
374,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
375,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
376,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
377,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
378,0.863411,8.03385e-06,7.43794e-06,2.71461,0.00468511,5.39603,78.8597,0.1,1,0.1,-12345.106020
379,0.870496,8.27266e-06,7.60982e-06,2.71626,0.00457151,5.38272,78.7866,0.1,1,0.1,-12316.268929
380,0.871718,8.1538e-06,7.69101e-06,2.71787,0.00449128,5.37384,78.9254,0.1,1,0.1,-12307.071456
381,0.868392,7.82963e-06,7.77657e-06,2.72334,0.00428296,5.36569,79.2375,0.1,1,0.1,-12307.832430
382,0.868392,7.82963e-06,7.77657e-06,2.72334,0.00428296,5.36569,79.2375,0.1,1,0.1,-12307.832430
383,0.868392,7.82963e-06,7.77657e-06,2.72334,0.00428296,5.36569,79.2375,0.1,1,0.1,-12307.832430
384,0.868392,7.82963e-06,7.77657e-06,2.72334,0.00428296,5.36569,79.2375,0.1,1,0.1,-12307.832430
385,0.868392,7.82963e-06,7.77657e-06,2.72334,0.00428296,5.36569,79.2375,0.1,1,0.1,-12307.832430
386,0.867928,7.83002e-06,7.92327e-06,2.71806,0.00429624,5.40002,78.8811,0.1,1,0.1,-12307.427784
387,0.870552,7.79806e-06,7.8804e-06,2.71226,0.00423606,5.40158,78.8508,0.1,1,0.1,-12301.625603
388,0.870552,7.79806e-06,7.8804e-06,2.71226,0.00423606,5.40158,78.8508,0.1,1,0.1,-12301.625603
389,0.872205,7.65949e-06,7.90586e-06,2.70942,0.00421202,5.40232,78.8679,0.1,1,0.1,-12294.852906
390,0.877981,7.64321e-06,8.01146e-06,2.70766,0.00413832,5.43731,78.6914,0.1,1,0.1,-12269.539845
391,0.883927,7.68569e-06,8.01142e-06,2.70582,0.00394169,5.44027,78.8096,0.1,1,0.1,-12253.931981
392,0.888201,7.64565e-06,7.74448e-06,2.70691,0.00419182,5.44744,78.9868,0.1,1,0.1,-12237.134020
393,0.888201,7.64565e-06,7.74448e-06,2.70691,0.00419182,5.44744,78.9868,0.1,1,0.1,-12237.134020
394,0.888201,7.64565e-06,7.74448e-06,2.70691,0.00419182,5.44744,78.9868,0.1,1,0.1,-12237.134020
395,0.888201,7.64565e-06,7.74448e-06,2.70691,0.00419182,5.44744,78.9868,0.1,1,0.1,-12237.134020
396,0.888201,7.64565e-06,7.74448e-06,2.70691,0.00419182,5.44744,78.9868,0.1,1,0.1,-12237.134020
397,0.8887,7.61384e-06,7.43383e-06,2.70687,0.00390108,5.46521,79.1319,0.1,1,0.1,-12236.566707
398,0.88858,7.42829e-06,7.34246e-06,2.71398,0.00382744,5.46577,78.8133,0.1,1,0.1,-12220.690854
399,0.88858,7.42829e-06,7.34246e-06,2.71398,0.00382744,5.46577,78.8133,0.1,1,0.1,-12220.690854
400,0.88858,7.42829e-06,7.34246e-06,2.71398,0.00382744,5.46577,78.8133,0.1,1,0.1,-12220.690854
