index,S:all,I:all,r0:all,v:all,sto:all,rep:all,phi:all,log_like
750,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
751,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
752,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
753,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
754,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
755,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
756,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
757,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
758,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
759,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
760,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
761,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
762,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
763,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
764,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
765,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
766,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
767,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
768,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
769,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
770,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
771,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
772,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
773,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
774,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
775,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
776,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
777,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
778,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
779,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
780,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
781,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
782,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
783,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
784,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
785,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
786,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
787,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
788,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
789,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
790,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
791,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
792,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
793,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
794,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
795,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
796,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
797,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
798,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
799,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
800,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
801,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
802,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
803,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
804,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
805,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
806,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
807,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
808,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
809,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
810,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
811,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
812,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
813,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
814,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
815,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
816,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
817,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
818,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
819,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
820,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
821,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
822,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
823,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
824,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
825,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
826,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
827,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
828,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
829,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
830,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
831,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
832,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
833,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
834,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
835,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
836,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
837,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
838,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
839,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
840,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
841,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
842,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
843,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
844,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
845,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
846,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
847,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
848,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
849,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
850,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
851,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
852,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
853,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
854,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
855,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
856,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
857,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
858,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
859,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
860,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
861,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
862,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
863,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
864,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
865,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
866,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
867,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
868,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
869,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
870,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
871,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
872,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
873,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
874,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
875,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
876,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
877,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
878,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
879,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
880,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
881,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
882,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
883,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
884,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
885,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
886,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
887,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
888,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
889,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
890,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
891,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
892,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
893,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
894,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
895,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
896,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
897,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
898,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
899,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
900,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
901,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
902,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
903,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
904,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
905,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
906,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
907,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
908,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
909,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
910,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
911,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
912,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
913,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
914,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
915,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
916,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
917,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
918,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
919,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
920,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
921,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
922,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
923,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
924,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
925,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
926,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
927,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
928,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
929,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
930,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
931,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
932,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
933,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
934,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
935,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
936,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
937,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
938,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
939,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
940,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
941,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
942,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
943,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
944,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
945,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
946,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
947,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
948,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
949,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
950,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
951,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
952,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
953,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
954,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
955,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
956,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
957,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
958,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
959,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
960,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
961,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
962,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
963,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
964,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
965,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
966,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
967,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
968,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
969,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
970,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
971,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
972,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
973,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
974,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
975,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
976,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
977,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
978,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
979,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
980,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
981,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
982,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
983,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
984,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
985,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
986,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
987,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
988,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
989,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
990,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
991,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
992,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
993,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
994,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
995,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
996,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
997,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
998,0.933794,0.0669517,1.41761,41.1884,0.1,0.996738,0.1,-2818.364154
999,0.933298,0.0667023,1.40631,40.8602,0.1,0.996725,0.1,-2818.364154
