index,time,S:France__all,A:France__all,I:France__all,obs_mean:France__Sentinelles__inc,obs_real:France__Sentinelles__inc
0,365,6.02845e+07,61914.5,15717.7,16618.1,15156.8
0,366,6.02816e+07,58488,15074,15728.1,12707
0,367,6.02725e+07,57391.2,14801.3,15434.8,12764.5
0,368,6.02589e+07,57780.9,14811.3,15528.2,13147.1
0,369,6.02511e+07,56300.6,14489.3,15138.1,12271.1
0,370,6.02359e+07,57260.9,14621.2,15381.7,13777.2
0,371,6.02236e+07,57189.6,14590.3,15361.2,14153.9
0,372,6.02105e+07,57366.5,14612,15406.1,17538.2
0,373,6.0206e+07,54817.2,14118.3,14742,14365.4
0,374,6.01954e+07,54476.5,13999.3,14646.6,13110.6
0,375,6.01822e+07,54900.2,14038,14751.7,14502.9
0,376,6.01626e+07,57271.2,14474.8,15367.2,15768.9
0,377,6.01425e+07,59555.3,14946.6,15966.9,13364.3
0,378,6.0126e+07,60481.3,15192.8,16217.5,18141.5
0,379,6.01106e+07,60983.4,15355.9,16357.4,14705.7
0,380,6.0098e+07,60549,15332.2,16252.6,15902.8
0,381,6.00845e+07,60506.9,15355.6,16246.2,19665.4
0,382,6.00723e+07,60049.1,15290.2,16130.3,15255.5
0,383,6.00491e+07,63199.1,15891.5,16950.9,15684.9
0,384,6.00292e+07,64940.8,16290,17413.5,17423.8
0,385,6.00063e+07,67506.6,16857.2,18092.3,20027.5
0,386,5.99907e+07,67423.6,16956,18086.3,16352.8
0,387,5.99759e+07,67143.9,16981.6,18024.4,14505.5
0,388,5.99593e+07,67502.9,17096.6,18124.6,19776.8
0,389,5.99416e+07,68228.3,17273.6,18319.1,17228
0,390,5.99148e+07,71909.9,18008.9,19282.7,20153.1
0,391,5.98963e+07,72402.2,18210.7,19425.8,19858.1
0,392,5.98814e+07,71728.9,18172.3,19262.9,15855.5
0,393,5.98673e+07,70888.1,18061.1,19051.1,20384.5
0,394,5.98563e+07,69104.6,17739.9,18589.7,20161
0,395,5.98421e+07,68659.7,17627.2,18470.8,15498.6
0,396,5.98304e+07,67391.3,17357.1,18137.3,17713.1
0,397,5.98182e+07,66445.2,17130.4,17885.4,18221.5
0,398,5.98046e+07,66066.4,17007,17780.5,17050.9
0,399,5.97944e+07,64608.8,16684.8,17395.6,17537.4
0,400,5.97837e+07,63461.4,16405.9,17089.3,17905.2
0,401,5.97757e+07,61559.2,15976.1,16585.5,19334.5
0,402,5.97623e+07,61568.9,15897.7,16577.9,17017.1
0,403,5.97541e+07,59893.7,15518.3,16134.1,12764.9
0,404,5.97405e+07,60073.4,15483.6,16172.3,14923.7
0,405,5.97279e+07,59889.5,15404.5,16119,14836.7
0,406,5.97169e+07,59217.7,15241.7,15939.8,14749
0,407,5.97025e+07,59675.4,15295.8,16055.1,17784
0,408,5.96924e+07,58707.6,15094.7,15801.2,16298.7
0,409,5.96869e+07,56395.2,14619.8,15194.8,15502.4
0,410,5.96825e+07,53992,14089.1,14559.6,13440.4
0,411,5.9671e+07,54033.1,14005.1,14558.5,16718.4
0,412,5.96503e+07,56841.1,14491.7,15283.9,14580
0,413,5.96408e+07,55883.5,14318.8,15036.1,12329.4
0,414,5.96319e+07,54854.2,14111.1,14766.8,14312.6
0,415,5.96236e+07,53731,13868.1,14470.8,13971.6
0,416,5.96167e+07,52271.6,13545.8,14085.1,12734.4
0,417,5.9605e+07,52447.2,13523.7,14123.8,13861.2
0,418,5.96102e+07,47353.5,12499.9,12790.3,12147.3
0,419,5.96011e+07,47226,12350.7,12740.8,10863
0,420,5.95901e+07,47616.4,12340,12831.5,14124.1
0,421,5.95829e+07,46780,12123.7,12606.4,12875.4
0,422,5.95731e+07,46780.9,12073.2,12600.2,12916.7
0,423,5.95667e+07,45761.5,11839.6,12329.6,11876
0,424,5.95565e+07,45953.6,11834.9,12374.5,10718.2
0,425,5.95392e+07,48275.2,12263.6,12977.7,10365.6
0,426,5.95282e+07,48399.9,12316.7,13014.3,12512.6
0,427,5.95241e+07,46392.3,11953.5,12494.2,13298.2
0,428,5.95151e+07,46137.5,11880.1,12424.7,12596.4
0,429,5.94984e+07,48302.4,12276.7,12986.9,12799.7
0,430,5.94808e+07,50516.9,12731.8,13568.5,13852.1
0,431,5.94654e+07,51798.5,13041.7,13911.4,13608.8
0,432,5.94548e+07,51444.6,13047.1,13829.2,15023.5
0,433,5.94375e+07,53353.7,13450.6,14332.2,12274.2
0,434,5.94264e+07,53015.9,13457.4,14253.9,14134.1
0,435,5.94123e+07,53777.6,13642.6,14458.1,13005.1
0,436,5.94004e+07,53711.5,13675.5,14447.2,13619.7
0,437,5.93833e+07,55365.6,14017.9,14882.2,15436.3
0,438,5.93695e+07,55783.4,14153.1,14998.8,15831.9
0,439,5.9356e+07,56101.1,14261.1,15088.3,14769.3
0,440,5.9343e+07,56184.1,14317.2,15115.6,16767.2
0,441,5.93292e+07,56594.5,14424.6,15226.8,16285.2
0,442,5.93104e+07,58597.9,14833.2,15752.9,14021.1
0,443,5.92962e+07,58871,14948.3,15832.8,15628.6
0,444,5.92877e+07,57227.3,14688.4,15412,16852.5
0,445,5.92777e+07,56289.4,14510.4,15168,12692.1
0,446,5.92644e+07,56565.5,14542.7,15237.7,17037
0,447,5.92514e+07,56719.6,14564.1,15277.1,14149.4
0,448,5.92329e+07,58628.1,14927.2,15774.9,14079.7
0,449,5.92073e+07,62684.1,15739.8,16837.9,17331.4
0,450,5.91945e+07,62047.8,15731.6,16687.5,16311.4
0,451,5.91909e+07,58485.3,15125.4,15769,14561.5
0,452,5.91823e+07,57038.2,14818.9,15388.1,13316.1
0,453,5.91747e+07,55441,14460.2,14964.9,15486.5
0,454,5.91672e+07,53998.2,14112.1,14579.4,13975.8
0,455,5.91518e+07,55212.7,14269.8,14886.6,14827.7
0,456,5.91366e+07,56228.6,14438.3,15148.4,15919.9
0,457,5.91244e+07,56113.1,14417.6,15118.9,15262.5
0,458,5.91055e+07,58193.7,14818.1,15662.2,16025.2
0,459,5.90998e+07,55772.8,14396.6,15036.8,12737.8
0,460,5.90963e+07,52968.7,13838.5,14302.9,11046.5
0,461,5.90836e+07,53399.4,13850.1,14406.2,15692.8
0,462,5.9075e+07,52455.2,13626.6,14154.5,15548.6
0,463,5.90681e+07,51073.8,13311.9,13787.8,13660.6
0,464,5.90606e+07,49998.1,13043.3,13499.2,14416.8
0,465,5.90517e+07,49464.5,12877.4,13351.8,14865.7
0,466,5.90475e+07,47533,12447.2,12840.3,13295.7
0,467,5.90415e+07,46328.3,12137.4,12515.7,13450.8
0,468,5.90397e+07,43935.1,11592.9,11880.2,12169.1
0,469,5.90342e+07,42915.2,11294.8,11600.7,10328.1
0,470,5.90354e+07,39906.1,10612.6,10801.9,10466.7
0,471,5.90356e+07,37534.2,10024.5,10165.6,10485
0,472,5.90305e+07,36981.2,9790.9,10004.5,10852.7
0,473,5.90177e+07,38674.7,10038.7,10436.2,8556.23
0,474,5.90075e+07,39390.5,10149.5,10619.5,9003.84
0,475,5.8995e+07,40710.1,10402.9,10964,10927.9
0,476,5.89862e+07,40794.1,10439.7,10988.9,10915.9
0,477,5.89795e+07,40203.4,10341.1,10836.9,11611.4
0,478,5.89706e+07,40396.1,10378.2,10887.4,9590.13
0,479,5.89607e+07,40831.6,10466.6,11001.9,12052.2
0,480,5.89453e+07,42978.8,10893.4,11564.3,9307.26
0,481,5.89331e+07,43889.3,11120.3,11809,12222.4
0,482,5.89188e+07,45408.8,11465.1,12212.9,11543.4
0,483,5.89089e+07,45365.3,11527.3,12211.2,12622
0,484,5.88983e+07,45588.2,11617.4,12275.9,9717.9
0,485,5.88852e+07,46622.1,11851.1,12550.7,13805.8
0,486,5.88754e+07,46458.7,11868.9,12514.8,12947.1
0,487,5.88601e+07,48179,12224.8,12967.5,13216.5
0,488,5.88469e+07,49016.2,12441.1,13193.7,13198.7
0,489,5.88249e+07,52715,13197.5,14165.5,13544.8
0,490,5.88036e+07,55823.1,13900.4,14991.3,14360
0,491,5.8785e+07,57730,14406.2,15508.1,12229.7
0,492,5.87697e+07,58316.5,14662.8,15680.9,14576.6
0,493,5.87522e+07,59672.6,15029.5,16049.5,15443.8
0,494,5.87447e+07,57426.2,14726.8,15480.7,13245.9
0,495,5.87286e+07,58504.7,14954,15765.4,15508.8
0,496,5.87085e+07,60829.9,15431.9,16377,18604.8
0,497,5.86954e+07,60477.8,15447.1,16296.6,14036.4
0,498,5.86736e+07,63244.2,16014.9,17024.2,16355.9
0,499,5.86658e+07,60818.4,15655,16405.5,13624.5
0,500,5.86495e+07,61663.2,15826.5,16627.8,17561.5
0,501,5.86297e+07,63614.1,16222.6,17140.6,17621.4
0,502,5.86079e+07,66018.6,16738.7,17776.2,18994.9
0,503,5.85942e+07,65418.2,16720.9,17633,17309.2
0,504,5.85859e+07,63085.6,16334.8,17032.7,18109.8
0,505,5.85644e+07,65508.4,16779.9,17663.2,19941.1
0,506,5.85526e+07,64395,16611.5,17379.1,20513.8
0,507,5.8549e+07,60658.5,15906.8,16405.5,15953
0,508,5.85458e+07,57301.2,15187.1,15519.2,17497.3
0,509,5.85464e+07,53098.4,14248.6,14404.4,13359.2
0,510,5.85354e+07,53096.6,14077,14381.3,13782.5
0,511,5.85283e+07,51839.5,13710.9,14036.6,15632.9
0,512,5.85194e+07,51225,13484.8,13862,16050.1
0,513,5.85127e+07,49935.6,13146.5,13513.4,11475.5
0,514,5.85081e+07,48122.4,12706.3,13027.8,13079.7
0,515,5.85009e+07,47297,12452.7,12799.8,13455
0,516,5.85001e+07,44560.5,11832.1,12072.6,11750.6
0,517,5.84904e+07,44783,11772.2,12117.2,11675
0,518,5.84773e+07,45977.3,11944,12421.6,15103.2
0,519,5.84602e+07,48215.8,12365.8,13005.4,13453.3
0,520,5.84445e+07,49790,12703.2,13421.5,14662.6
0,521,5.84325e+07,50094.4,12813.8,13508.3,16226.5
0,522,5.84291e+07,47672.9,12389.8,12881.7,9702.28
0,523,5.84278e+07,44890.2,11832.1,12152,13343
0,524,5.84073e+07,48427.1,12447.8,13067.5,11373.9
0,525,5.83971e+07,48305.1,12446.5,13038.9,13952.6
0,526,5.83861e+07,48450.5,12488,13079,15030.3
0,527,5.83801e+07,47033.4,12227.5,12710.6,9763.32
0,528,5.83744e+07,45638.7,11937.6,12343.7,12357.4
0,529,5.83662e+07,45226.7,11814.9,12230.4,13388.1
0,530,5.83628e+07,43300.8,11401.9,11721.8,11669.3
0,531,5.83486e+07,44991.3,11668.2,12155.8,12365.3
0,532,5.83377e+07,45412.6,11740.3,12264.9,12929.7
0,533,5.83283e+07,45320,11724.1,12241.1,11130.2
0,534,5.83203e+07,44798.3,11622.7,12104.9,11820.1
0,535,5.83192e+07,42111.8,11090.7,11401.2,10682
0,536,5.83083e+07,42848.4,11172.5,11585.8,12466.1
0,537,5.82999e+07,42686.7,11113.3,11540,13482.6
0,538,5.82931e+07,42036,10964.3,11367,12285.6
0,539,5.82809e+07,43153.3,11155.2,11655.9,11686.6
0,540,5.82652e+07,45247.5,11567.5,12204.5,13379.5
0,541,5.82478e+07,47642.9,12076.5,12837.2,11324.9
0,542,5.82269e+07,50947.4,12790.1,13711.4,13914
0,543,5.82141e+07,51327.7,12988.2,13827.9,14543.1
0,544,5.82002e+07,52064.4,13222.4,14033.2,13500.4
0,545,5.81849e+07,53247.8,13527.3,14353.2,14354.4
0,546,5.81651e+07,55836.1,14096.5,15039.6,12964.5
0,547,5.81509e+07,56255.4,14291.2,15164.9,14458.4
0,548,5.8136e+07,56940.4,14509.5,15356,17021
0,549,5.81254e+07,56081.7,14427.3,15143.2,15095.1
0,550,5.81207e+07,53347.1,13948.7,14435.2,14805.4
0,551,5.81098e+07,53080.2,13861.4,14361,18040.1
0,552,5.80967e+07,53569.2,13923.8,14484.9,15206.9
0,553,5.80822e+07,54489,14089.6,14724.1,14933.9
0,554,5.8058e+07,58498.8,14872.5,15774.1,11418.8
0,555,5.80381e+07,60625.4,15371.8,16342.6,16466.2
0,556,5.80224e+07,61131.2,15578.4,16490.1,17202.9
0,557,5.80079e+07,61232.1,15685.8,16528.8,16997.9
0,558,5.80049e+07,57445.6,15036,15550,15636.9
0,559,5.79983e+07,55372.6,14602.2,15003.8,14251.7
0,560,5.79894e+07,54333.3,14329.5,14722.6,13618.7
0,561,5.79837e+07,52353.8,13873.4,14195.3,13561.3
0,562,5.79744e+07,51754.9,13665.6,14026.6,14509.7
0,563,5.79645e+07,51377.8,13517.2,13918,16231.1
0,564,5.79576e+07,50075.3,13203,13569.3,12232.3
0,565,5.79481e+07,49728.9,13069.1,13469.9,14995.7
0,566,5.79431e+07,47955.1,12668.1,12998.4,14139.8
0,567,5.79394e+07,45980.3,12207.9,12471.5,12741.9
0,568,5.79227e+07,48245.4,12570.1,13054,13900.9
0,569,5.79154e+07,47297.2,12367.8,12803.7,12581.7
0,570,5.79064e+07,46981.4,12277.4,12717.4,12921.8
0,571,5.78997e+07,45939.9,12047.5,12441.3,14058.7
0,572,5.78921e+07,45301.6,11884.3,12269.2,12975
0,573,5.78897e+07,43100.8,11412.9,11687.6,12162.8
0,574,5.78929e+07,39407,10613.2,10710,10152.2
0,575,5.78963e+07,36066.9,9825.85,9817.35,9089.89
0,576,5.7887e+07,36907.9,9847.63,10018.4,8234.16
0,577,5.78795e+07,37046.8,9790.41,10043.5,10256.5
0,578,5.78672e+07,38586.9,10045.8,10440.8,12223.7
0,579,5.78627e+07,37587,9837.71,10177.4,11040.8
0,580,5.78468e+07,40125.1,10317.4,10840,8861.55
0,581,5.78415e+07,39159.6,10160.8,10591.7,11209.6
0,582,5.78388e+07,37512.3,9842.75,10161,8690.17
0,583,5.78252e+07,39403.8,10182.7,10652.5,9166.82
0,584,5.78194e+07,38660.5,10054.9,10460.4,10282.6
0,585,5.78035e+07,41180.4,10543.3,11119.9,12995.6
0,586,5.77972e+07,40393.4,10440.9,10920.9,13176.6
0,587,5.77869e+07,40988.7,10574.1,11079.3,11116.9
0,588,5.7778e+07,41058.1,10612.9,11101.1,9989.69
0,589,5.77706e+07,40675.4,10558.5,11003.8,10612.5
0,590,5.77537e+07,43412,11091.6,11720.5,11915.2
0,591,5.77395e+07,44976,11453.3,12138,9455.14
0,592,5.77291e+07,45132.8,11559.3,12189.5,10764.2
0,593,5.77204e+07,44736.6,11540.4,12093.9,11811.1
0,594,5.77081e+07,45633.3,11741.4,12332.5,12593.8
0,595,5.76904e+07,48252.2,12280.9,13022.5,12913.9
0,596,5.76771e+07,49099.7,12527.1,13255.7,12253.1
0,597,5.76612e+07,50773.4,12921.2,13703.6,13753.7
0,598,5.76419e+07,53448.8,13516.4,14414.6,12618.4
0,599,5.7625e+07,55034.2,13936.8,14845.3,14652.8
0,600,5.76128e+07,54845.8,14023.3,14813,11784.9
0,601,5.75982e+07,55562.7,14237.8,15011.3,13996.9
0,602,5.7586e+07,55389.2,14277.7,14976.3,15772.8
0,603,5.75833e+07,51966.5,13680.2,14089.6,14185.2
0,604,5.75746e+07,51065.3,13464.1,13848.4,12425.5
0,605,5.75539e+07,54355.7,14046.1,14702.5,16067.6
0,606,5.75366e+07,56071.7,14411.6,15156.6,15216.6
0,607,5.75212e+07,56989.4,14648.9,15405.3,15744.9
0,608,5.75091e+07,56651.2,14647.5,15325.9,12925.6
0,609,5.75011e+07,55020.9,14373.5,14905.2,13650
0,610,5.74949e+07,52971.6,13971,14368.3,14930.9
0,611,5.74839e+07,52804.6,13887.6,14317.9,15357.6
0,612,5.74784e+07,50826.6,13464.9,13795,15564.6
0,613,5.74663e+07,51226.1,13474.9,13890.8,16109.7
0,614,5.74603e+07,49592.8,13117,13457.8,14533.6
0,615,5.74398e+07,52813,13689.8,14294.3,13177.1
0,616,5.7433e+07,51205.1,13400.7,13876.7,15004.5
0,617,5.74203e+07,51710.2,13484,14007.2,12914.1
0,618,5.74155e+07,49595.9,13072.6,13453.7,14811.5
0,619,5.74123e+07,47212.1,12563.9,12823.5,11282.1
0,620,5.7401e+07,47698.1,12580.4,12940.4,16329.7
0,621,5.74065e+07,42751.5,11561,11637.1,12576.6
0,622,5.7402e+07,41513.2,11184.6,11294.5,11138.1
0,623,5.73969e+07,40586.7,10884.9,11035.7,9944.92
0,624,5.73864e+07,41381.2,10949.2,11231.7,11126.8
0,625,5.73779e+07,41428.5,10908.8,11237.5,9780.45
0,626,5.73701e+07,41204.7,10831.4,11174.5,10406.4
0,627,5.73727e+07,37822.1,10132.2,10283,9106.97
0,628,5.73707e+07,36232.7,9730.46,9854.19,8862.99
0,629,5.73674e+07,35159.4,9425.89,9560.13,9118.47
0,630,5.73562e+07,36573.3,9630.15,9921,9996.81
0,631,5.73591e+07,33509.5,8985.7,9111.96,10361
0,632,5.7356e+07,32616.8,8728.38,8866.83,8409.46
0,633,5.73455e+07,33976.3,8933.03,9214.91,9769.4
0,634,5.73411e+07,33344,8783.86,9045.84,10687.2
0,635,5.73366e+07,32776.6,8643.61,8893.25,8038.11
0,636,5.73304e+07,32797.1,8618.76,8894.8,8730.65
0,637,5.73247e+07,32608.9,8562.07,8842.87,9487.21
0,638,5.73133e+07,34210.4,8863.81,9261.2,8985.01
0,639,5.72971e+07,37157.3,9465.72,10037.2,8950.77
0,640,5.72895e+07,37072.6,9522.62,10025.2,9433.48
0,641,5.72773e+07,38550.4,9856.09,10418.8,8860.76
0,642,5.72743e+07,36838.5,9594.18,9980.18,10275
0,643,5.72688e+07,36210.8,9482.1,9817.23,9879.79
0,644,5.72538e+07,38798.6,9973.57,10493.7,10277.2
0,645,5.72417e+07,40109.2,10275.7,10843.7,9816.2
0,646,5.72294e+07,41349.3,10575.6,11176.8,8821.49
0,647,5.72092e+07,45225.4,11383.3,12200,10067
0,648,5.71962e+07,46170.4,11695.3,12465.3,11269.4
0,649,5.71851e+07,46437.7,11859.8,12551,11426
0,650,5.71778e+07,45359.7,11744.4,12281.7,13204.9
0,651,5.71721e+07,43903.4,11505.7,11906.4,12286.1
0,652,5.71648e+07,43209.1,11365.1,11723.9,12517.1
0,653,5.71531e+07,44150.3,11524.1,11967.5,11725
0,654,5.71368e+07,46512.1,11984.5,12586.8,14325
0,655,5.7119e+07,49125,12540.8,13278.3,12809.5
0,656,5.71114e+07,47922.1,12406.8,12977.1,13931.7
0,657,5.71113e+07,44308.7,11759.3,12037.9,12581.5
0,658,5.70895e+07,48664.7,12543.3,13171.1,12342.3
0,659,5.70782e+07,48806.5,12628.5,13216.4,15349.5
0,660,5.70725e+07,47088.8,12343.1,12773.2,13909.7
0,661,5.7063e+07,46876.9,12295.1,12717,12263.5
0,662,5.7058e+07,45152.5,11952.7,12264.4,13530.8
0,663,5.7034e+07,50059.7,12863.3,13544.8,13750.2
0,664,5.70228e+07,50029.2,12931.2,13547.2,12024.3
0,665,5.69922e+07,56618.2,14247,15279.3,17469.8
0,666,5.69803e+07,56127.2,14332,15175.7,14443
0,667,5.69706e+07,54966.7,14226.8,14888.4,12661.6
0,668,5.69542e+07,56342.7,14537.9,15255.4,15393
0,669,5.69467e+07,54457.4,14249.5,14772.3,13202.6
0,670,5.69412e+07,52187,13822.6,14179.5,13900.3
0,671,5.69367e+07,49835.8,13323.7,13557.8,16255.7
0,672,5.693e+07,48580,12995.6,13217.3,13756.2
0,673,5.69218e+07,47906.1,12778.7,13029.2,11681.3
0,674,5.69122e+07,47750.4,12675.8,12978.7,14628.1
0,675,5.69049e+07,46874.9,12450.4,12741.9,11079.9
0,676,5.68856e+07,49925.7,13000.4,13536,13103.5
0,677,5.68771e+07,49118.7,12867.2,13328,13106.7
0,678,5.68655e+07,49401.4,12923.9,13402.7,12039.2
0,679,5.68614e+07,47246.5,12510.5,12838.8,12189
0,680,5.6856e+07,45783.6,12184.2,12449.8,12577
0,681,5.68513e+07,44235.5,11821.7,12035.7,9847.46
0,682,5.68452e+07,43296.1,11564.2,11779.4,10140.4
0,683,5.6831e+07,44980.9,11831.3,12213,12608.5
0,684,5.68189e+07,45827.4,11986.6,12433.9,11834.7
0,685,5.68101e+07,45491.2,11929.2,12347.1,12704.4
0,686,5.68039e+07,44401.5,11714.9,12061.3,11820.3
0,687,5.67994e+07,42848,11387.4,11650.7,11514.9
0,688,5.6793e+07,42107.2,11193.9,11449.9,12895.9
0,689,5.67812e+07,43124.7,11347.6,11710.8,12221.3
0,690,5.67738e+07,42631.2,11238.3,11579.8,10458.9
0,691,5.67696e+07,41152.5,10928.8,11189.3,12973
0,692,5.67666e+07,39475.3,10555.1,10743.2,13547.3
0,693,5.67647e+07,37625.3,10124.5,10248.5,9432.47
0,694,5.67493e+07,40175.5,10553.7,10908.2,10691
0,695,5.67411e+07,40147.1,10543.5,10900.3,11924.8
0,696,5.67206e+07,44011.6,11305,11915.2,13494.8
0,697,5.67107e+07,44101.5,11398.8,11949.5,13161.9
0,698,5.67025e+07,43679.5,11371.8,11846.7,11805.5
0,699,5.66918e+07,44108.6,11483.5,11963.3,10488.5
0,700,5.66869e+07,42628.7,11227.5,11579.8,11917
0,701,5.6676e+07,43305.8,11347.2,11755.9,11629.9
0,702,5.66657e+07,43661.2,11423.1,11850.3,10604.4
0,703,5.66543e+07,44394.1,11578,12044.4,10733.1
0,704,5.66462e+07,43907.2,11508.2,11920.4,11967.9
0,705,5.66398e+07,42959,11331.3,11673,10812.8
0,706,5.6632e+07,42576.6,11241.5,11570.7,12664.1
0,707,5.66276e+07,41119.3,10938.3,11186,9515.43
0,708,5.6627e+07,38570.1,10394.6,10511.1,11391.4
0,709,5.66281e+07,35810.6,9765.14,9774.74,9746.09
0,710,5.66115e+07,39015.9,10293.7,10602.5,11123.8
0,711,5.65794e+07,46723.3,11820.2,12628,13584.6
0,712,5.65641e+07,48236.4,12256.6,13044.7,14062.6
0,713,5.65454e+07,50828.4,12879,13741.2,13464.7
0,714,5.65419e+07,48014.5,12498.5,13026.3,11145.2
0,715,5.65367e+07,46154.9,12186.5,12545.7,12347.5
0,716,5.65288e+07,45499,12045.3,12372,12823.8
0,717,5.65285e+07,42346.5,11413.1,11542.7,13544
0,718,5.65033e+07,47985.1,12424.1,13010.2,14377.7
0,719,5.65018e+07,44926.2,11890.3,12216.4,12607.5
0,720,5.65005e+07,42191.5,11335.7,11496.2,10966.4
0,721,5.64851e+07,44460.8,11705.1,12081.7,10824.4
0,722,5.64766e+07,44188.8,11647.6,12010,11655
0,723,5.64824e+07,39195.1,10660.9,10698.1,9364.79
0,724,5.64837e+07,36301.2,9977.52,9922.48,8936.17
0,725,5.64839e+07,34129.4,9405.28,9332.26,9821.55
0,726,5.64665e+07,37713.6,9997.44,10258.2,9988.71
0,727,5.64544e+07,39147.8,10262.6,10632.7,11394.2
0,728,5.64472e+07,38884.1,10220.7,10564.9,10243
0,729,5.64456e+07,36881.3,9826.69,10039.1,7371.54
0,730,5.64487e+07,33622.6,9141.84,9177.29,11128
